approval_amount,contacted,email_contacted_ts,sms_contacted_ts,rent_or_own,months_at_current_residence,years_at_current_residence,direct_deposit,black_listed,language_preference,military_applicant,scheduled_payment_amt,number_of_payments,initial_decision,age
1639.0,False,True,False,OWN,5,6,True,False,EN,False,103.87,52,APPROVED,30.0
261.0,False,True,True,RENT,0,6,True,False,EN,False,76.69,26,APPROVED,25.0
682.0,False,False,True,RENT,2,5,True,False,EN,False,220.4,24,APPROVED,31.0
623.0,False,True,False,OWN,0,6,True,False,EN,False,222.44,12,APPROVED,50.0
213.0,False,True,False,RENT,5,0,True,False,EN,False,39.33,26,APPROVED,32.0
779.0,False,True,True,RENT,4,3,True,False,EN,False,140.91,26,APPROVED,37.0
159.0,False,True,True,OWN,0,6,False,False,EN,False,32.13,52,APPROVED,33.0
908.0,False,True,False,OWN,0,2,True,False,EN,False,300.69,12,APPROVED,31.0
330.0,False,True,True,OWN,9,0,True,False,EN,False,54.4,24,APPROVED,35.0
378.0,False,True,False,RENT,1,0,True,False,EN,False,60.25,26,APPROVED,31.0
185.0,False,True,True,RENT,0,2,True,False,EN,False,167.52,52,APPROVED,26.0
561.0,False,True,True,RENT,11,6,True,False,EN,False,76.25,26,APPROVED,49.0
120.0,False,True,True,RENT,0,6,True,False,EN,False,25.13,24,APPROVED,61.0
1187.0,False,True,False,OWN,0,4,False,False,EN,False,465.37,52,APPROVED,23.0
314.0,False,True,False,RENT,0,3,True,False,EN,False,103.29,26,APPROVED,63.0
257.0,False,True,True,RENT,0,3,True,False,EN,False,23.92,52,APPROVED,36.0
635.0,False,True,True,RENT,7,0,True,False,EN,False,44.06,52,APPROVED,49.0
453.0,False,True,False,OWN,0,6,True,False,EN,False,50.29,52,APPROVED,51.0
3.0,False,True,True,RENT,6,2,True,False,EN,False,58.83,12,APPROVED,63.0
202.0,False,True,False,OWN,0,6,True,False,EN,False,32.8,52,APPROVED,24.0
236.0,False,True,True,RENT,2,0,True,False,EN,False,71.37,26,APPROVED,45.0
157.0,False,True,True,OWN,0,12,True,False,EN,False,58.4,12,APPROVED,25.0
796.0,False,True,True,OWN,0,5,True,False,EN,False,317.95,26,APPROVED,32.0
262.0,False,False,False,OWN,0,6,True,False,EN,False,16.72,52,APPROVED,44.0
186.0,False,True,False,RENT,0,5,True,False,EN,False,96.98,12,APPROVED,35.0
542.0,False,True,True,RENT,1,2,True,False,EN,False,162.14,12,APPROVED,77.0
454.0,False,True,True,RENT,0,1,True,False,EN,False,63.06,26,APPROVED,42.0
1300.0,False,True,False,RENT,0,3,True,False,ES,False,93.76,52,APPROVED,46.0
464.0,False,True,False,OWN,4,4,False,False,EN,False,65.16,26,APPROVED,35.0
816.0,False,True,True,RENT,1,0,True,False,EN,False,240.1,52,APPROVED,27.0
464.0,False,True,False,RENT,2,2,True,False,EN,False,60.26,26,APPROVED,36.0
603.0,False,True,True,RENT,2,2,True,False,EN,False,43.98,52,APPROVED,34.0
363.0,False,True,True,OWN,3,2,False,False,EN,False,28.95,52,APPROVED,20.0
196.0,False,True,False,OWN,0,6,True,False,EN,False,44.58,26,APPROVED,23.0
473.0,True,True,True,RENT,0,1,True,False,EN,False,229.27,12,APPROVED,51.0
177.0,False,True,True,RENT,4,2,True,False,EN,False,44.82,26,APPROVED,39.0
695.0,False,False,True,RENT,0,6,True,False,EN,False,90.25,26,APPROVED,38.0
154.0,False,True,True,RENT,0,2,True,False,EN,False,153.91,12,APPROVED,68.0
237.0,False,True,True,RENT,0,1,True,False,EN,False,31.77,52,APPROVED,33.0
118.0,False,True,False,RENT,0,8,True,False,EN,False,195.02,12,APPROVED,45.0
780.0,False,True,True,OWN,1,6,True,False,EN,False,129.99,24,APPROVED,29.0
146.0,False,True,False,OWN,0,6,True,False,EN,False,98.04,52,APPROVED,44.0
684.0,False,True,True,RENT,0,6,True,False,EN,False,92.42,26,APPROVED,56.0
171.0,False,True,False,RENT,0,1,True,False,EN,False,78.6,26,APPROVED,39.0
131.0,False,True,False,RENT,0,1,True,False,EN,False,23.62,26,APPROVED,39.0
1029.0,False,True,True,RENT,0,4,True,False,EN,False,368.54,24,APPROVED,28.0
305.0,False,True,True,RENT,2,1,False,False,EN,False,60.92,24,APPROVED,40.0
421.0,False,True,True,RENT,0,2,True,False,EN,False,78.71,26,APPROVED,33.0
491.0,True,True,True,RENT,6,2,True,False,EN,False,73.67,26,APPROVED,52.0
183.0,False,True,False,RENT,1,0,False,False,EN,False,55.76,24,APPROVED,43.0
294.0,False,True,True,RENT,0,3,True,False,EN,False,85.32,26,APPROVED,32.0
257.0,False,True,True,RENT,0,2,True,False,EN,False,62.3,26,APPROVED,33.0
159.0,False,True,True,RENT,0,5,False,False,EN,False,63.3,26,APPROVED,30.0
291.0,False,True,False,RENT,0,2,True,False,EN,False,49.34,26,APPROVED,41.0
300.0,False,True,True,RENT,4,2,True,False,EN,False,452.1,26,APPROVED,58.0
294.0,False,True,True,OWN,10,6,True,False,EN,False,125.29,12,APPROVED,69.0
328.0,False,True,False,RENT,0,1,True,False,EN,False,35.04,26,APPROVED,28.0
214.0,False,True,True,OWN,0,6,True,False,EN,False,38.47,52,APPROVED,25.0
353.0,False,True,False,RENT,10,3,True,False,EN,False,23.12,52,APPROVED,22.0
590.0,False,True,True,OWN,2,5,True,False,EN,False,39.27,52,APPROVED,40.0
406.0,False,True,True,RENT,0,1,False,False,EN,False,56.22,24,APPROVED,20.0
56.0,False,True,False,RENT,0,6,True,False,EN,False,95.14,12,APPROVED,53.0
230.0,False,True,True,OWN,0,6,True,False,EN,False,44.2,26,APPROVED,41.0
361.0,False,True,True,RENT,1,0,True,False,EN,False,60.11,24,APPROVED,24.0
205.0,False,True,True,RENT,0,1,True,False,EN,False,28.09,26,APPROVED,41.0
425.0,False,True,True,RENT,0,1,True,False,EN,False,56.65,26,APPROVED,44.0
662.0,False,True,True,RENT,0,5,True,False,EN,False,71.98,26,APPROVED,36.0
139.0,False,True,False,RENT,0,1,True,False,EN,False,114.66,12,APPROVED,56.0
237.0,False,True,True,RENT,0,6,True,False,EN,False,106.07,12,APPROVED,59.0
445.0,False,True,True,RENT,4,0,True,False,EN,False,121.37,24,APPROVED,24.0
328.0,False,True,False,OWN,0,5,True,False,EN,False,84.04,24,APPROVED,31.0
109.0,False,True,True,RENT,4,3,False,False,EN,False,118.0,52,APPROVED,39.0
469.0,False,True,True,RENT,10,0,True,False,EN,False,69.39,26,APPROVED,34.0
187.0,False,True,True,OWN,0,6,True,False,EN,False,30.32,24,APPROVED,25.0
366.0,False,True,False,RENT,2,0,True,False,EN,False,182.7,12,APPROVED,52.0
100.0,False,True,True,RENT,0,2,True,False,ES,False,65.4,52,APPROVED,34.0
996.0,False,True,False,RENT,2,3,True,False,EN,False,142.56,24,APPROVED,29.0
446.0,False,True,True,RENT,0,6,True,False,EN,False,138.58,12,APPROVED,43.0
63.0,False,True,True,RENT,3,2,True,False,EN,False,41.47,52,APPROVED,35.0
54.0,False,True,False,RENT,6,0,True,False,EN,False,87.2,24,APPROVED,36.0
634.0,False,True,True,RENT,0,2,True,False,EN,False,346.94,26,APPROVED,45.0
125.0,False,True,True,RENT,0,1,True,False,EN,False,237.31,52,APPROVED,23.0
862.0,False,True,True,RENT,0,15,True,False,EN,False,116.53,26,APPROVED_WITH_CONDITIONS,58.0
482.0,False,True,True,OWN,2,0,True,False,EN,False,158.41,24,APPROVED,26.0
127.0,False,True,True,OWN,3,4,True,False,EN,False,27.74,52,APPROVED,31.0
883.0,False,True,True,RENT,0,6,True,False,EN,False,120.12,26,APPROVED,39.0
796.0,False,True,True,OWN,0,5,True,False,EN,False,106.01,26,APPROVED,32.0
418.0,False,True,True,RENT,0,6,False,False,EN,False,26.62,52,APPROVED,32.0
306.0,False,True,False,RENT,2,3,True,False,EN,False,58.64,24,APPROVED,27.0
648.0,False,True,True,OWN,0,5,True,False,EN,False,103.91,26,APPROVED,36.0
483.0,False,False,True,RENT,0,3,True,False,EN,False,72.24,24,APPROVED,22.0
652.0,False,True,True,RENT,6,1,False,False,EN,False,42.53,52,APPROVED,43.0
708.0,False,True,True,RENT,0,5,False,False,EN,False,126.34,26,APPROVED,35.0
975.0,False,True,True,RENT,3,4,True,False,EN,False,144.22,24,APPROVED,51.0
858.0,False,True,True,RENT,0,6,True,False,EN,False,260.44,26,APPROVED,41.0
320.0,False,False,True,RENT,4,0,True,False,EN,False,191.89,52,APPROVED,29.0
1693.0,False,True,False,OWN,3,1,True,False,EN,False,242.74,24,APPROVED,30.0
538.0,False,True,True,RENT,0,6,True,False,EN,False,161.15,26,APPROVED,49.0
823.0,False,True,True,OWN,1,0,True,False,EN,False,239.19,26,APPROVED,28.0
88.0,False,True,False,RENT,10,3,True,False,EN,False,49.9,12,APPROVED,65.0
32.0,False,True,False,RENT,1,0,True,False,EN,False,41.92,26,APPROVED,34.0
817.0,False,True,False,RENT,0,1,True,False,EN,False,112.66,24,APPROVED,51.0
868.0,False,True,False,OWN,0,6,True,False,EN,False,58.99,52,APPROVED,36.0
150.0,False,True,True,RENT,1,0,True,False,EN,False,23.96,52,APPROVED,26.0
322.0,False,True,True,RENT,8,0,True,False,ES,False,99.89,12,APPROVED,57.0
558.0,False,True,False,RENT,0,6,True,False,EN,False,167.53,26,DENIED,32.0
296.0,False,True,True,RENT,1,0,True,False,EN,False,89.48,24,APPROVED,25.0
349.0,False,True,True,RENT,4,6,True,False,EN,False,51.43,24,APPROVED,48.0
452.0,False,True,False,RENT,3,2,True,False,EN,False,79.19,24,APPROVED,46.0
359.0,False,True,True,RENT,0,3,True,False,EN,False,114.71,26,APPROVED,27.0
580.0,False,True,True,RENT,2,4,True,False,EN,False,94.02,24,APPROVED,24.0
517.0,False,True,False,RENT,0,1,True,False,EN,False,148.49,12,APPROVED,22.0
782.0,False,True,False,RENT,6,5,True,False,EN,False,390.89,26,APPROVED,48.0
113.0,False,True,True,RENT,3,5,False,False,EN,False,17.94,24,APPROVED,43.0
116.0,False,True,True,RENT,5,0,False,False,EN,False,105.58,26,APPROVED,27.0
446.0,False,True,False,OWN,0,3,True,False,EN,False,41.34,52,APPROVED,34.0
615.0,False,True,False,RENT,0,2,True,False,EN,False,66.46,52,APPROVED,28.0
241.0,False,True,True,RENT,7,0,True,False,EN,False,85.97,26,APPROVED,34.0
429.0,False,True,True,RENT,0,1,True,False,EN,False,57.16,26,APPROVED,31.0
724.0,False,True,False,RENT,11,1,True,False,EN,False,114.72,52,APPROVED,37.0
89.0,False,True,True,RENT,0,4,True,False,EN,False,15.08,26,APPROVED,49.0
408.0,False,True,True,RENT,0,2,False,False,EN,False,58.73,26,APPROVED,30.0
383.0,False,True,True,RENT,0,2,True,False,EN,False,59.73,24,APPROVED,39.0
163.0,False,True,False,RENT,1,1,True,False,EN,False,34.31,26,APPROVED,58.0
169.0,False,True,True,RENT,0,1,True,False,EN,False,32.47,52,APPROVED,35.0
702.0,False,True,True,RENT,0,1,True,False,EN,False,196.64,26,APPROVED,25.0
143.0,False,False,True,OWN,11,6,True,False,EN,False,21.66,24,APPROVED,50.0
782.0,False,True,False,RENT,0,20,True,False,EN,False,132.49,52,APPROVED,32.0
596.0,False,True,True,RENT,0,6,True,False,EN,False,103.78,26,APPROVED,32.0
515.0,False,True,True,RENT,1,0,True,False,EN,False,252.14,52,APPROVED,27.0
792.0,False,True,False,RENT,6,0,True,False,EN,False,78.19,12,APPROVED,26.0
121.0,False,True,True,RENT,0,6,True,False,EN,False,34.49,24,APPROVED,28.0
64.0,False,True,True,RENT,2,1,True,False,EN,False,60.31,52,APPROVED,32.0
458.0,False,True,True,OWN,0,6,True,False,EN,False,135.05,24,APPROVED,60.0
145.0,False,True,False,OWN,4,6,True,False,EN,False,33.64,26,APPROVED,42.0
953.0,False,True,True,OWN,1,4,True,False,EN,False,78.22,52,APPROVED,28.0
219.0,False,True,False,RENT,0,6,True,False,EN,False,69.23,52,APPROVED,31.0
441.0,False,True,True,RENT,6,0,True,False,EN,False,32.58,52,APPROVED,26.0
194.0,False,True,True,RENT,0,5,False,False,EN,False,18.34,52,APPROVED,29.0
113.0,False,True,True,RENT,1,0,True,False,EN,False,64.68,26,APPROVED,44.0
652.0,False,True,True,RENT,0,1,True,False,EN,False,152.82,24,APPROVED,26.0
674.0,False,True,False,OWN,1,6,True,False,EN,False,202.68,12,APPROVED,51.0
441.0,False,True,True,RENT,0,1,True,False,EN,False,65.45,26,APPROVED,23.0
380.0,False,True,True,RENT,0,3,True,False,EN,False,51.55,26,APPROVED,34.0
259.0,False,True,True,RENT,0,1,True,False,EN,False,34.65,26,APPROVED,38.0
308.0,False,True,True,RENT,6,0,True,False,EN,False,116.06,12,APPROVED,22.0
641.0,False,True,True,OWN,0,6,True,False,EN,False,192.59,12,APPROVED,53.0
357.0,False,True,True,RENT,10,5,True,False,EN,False,121.02,12,APPROVED,35.0
447.0,False,True,False,RENT,0,5,True,False,EN,False,55.23,26,APPROVED,28.0
71.0,False,True,True,RENT,6,1,True,False,EN,False,33.99,26,APPROVED,31.0
1040.0,False,True,True,OWN,0,6,True,False,EN,False,421.35,12,APPROVED,31.0
699.0,False,True,True,RENT,0,6,True,False,EN,False,103.42,26,APPROVED,26.0
478.0,False,False,False,RENT,0,6,False,False,EN,False,31.51,52,APPROVED,19.0
226.0,False,True,False,RENT,3,4,True,False,EN,False,13.25,52,APPROVED,30.0
262.0,False,True,True,RENT,0,3,True,False,EN,False,144.63,52,APPROVED,32.0
138.0,False,True,True,OWN,1,5,True,False,EN,False,35.98,26,APPROVED,27.0
824.0,False,True,True,OWN,0,6,True,False,EN,False,310.78,24,APPROVED,45.0
681.0,False,True,True,RENT,4,3,True,False,EN,False,207.64,26,APPROVED,59.0
227.0,False,True,True,RENT,1,0,True,False,EN,False,32.03,26,APPROVED,29.0
162.0,False,True,False,RENT,0,4,True,False,ES,False,30.17,26,APPROVED,28.0
248.0,False,True,False,RENT,1,0,True,False,EN,False,29.98,52,APPROVED,30.0
47.0,False,True,True,OWN,0,3,True,False,EN,False,75.72,12,APPROVED,19.0
305.0,False,True,True,RENT,9,1,True,False,EN,False,38.15,26,APPROVED,24.0
335.0,False,True,True,RENT,8,3,False,False,EN,False,60.84,52,APPROVED,24.0
433.0,False,True,True,RENT,1,0,True,False,EN,False,61.74,26,APPROVED,45.0
1428.0,False,True,True,RENT,1,0,True,False,EN,False,201.08,26,APPROVED,37.0
311.0,False,True,True,RENT,0,5,True,False,EN,False,55.05,24,APPROVED,45.0
173.0,False,True,True,RENT,0,4,True,False,ES,False,25.86,26,APPROVED,32.0
174.0,False,True,True,RENT,0,6,True,False,EN,False,88.6,24,APPROVED,38.0
699.0,False,True,True,RENT,5,2,False,False,ES,False,300.89,52,APPROVED,29.0
311.0,False,True,False,OWN,0,6,True,False,EN,False,130.31,26,APPROVED,45.0
660.0,False,True,False,OWN,0,6,True,False,EN,False,49.76,52,APPROVED,40.0
252.0,False,True,False,RENT,4,0,True,False,EN,False,163.34,12,APPROVED,40.0
259.0,False,True,True,OWN,1,5,False,False,EN,False,595.79,24,APPROVED,41.0
507.0,False,True,False,RENT,8,2,False,False,EN,False,81.67,24,APPROVED,40.0
264.0,False,True,True,RENT,0,1,True,False,EN,False,86.26,52,APPROVED,25.0
179.0,False,True,False,OWN,0,6,True,False,EN,False,57.71,12,APPROVED,30.0
530.0,False,True,True,RENT,6,3,True,False,EN,False,53.49,52,APPROVED,28.0
558.0,False,True,True,OWN,0,10,True,False,EN,False,638.49,52,APPROVED,55.0
739.0,False,True,True,RENT,0,6,True,False,EN,False,216.03,26,APPROVED,25.0
288.0,False,True,True,RENT,0,6,True,False,EN,False,132.97,26,APPROVED,34.0
1019.0,False,True,True,RENT,2,3,True,False,EN,False,150.62,26,APPROVED,43.0
260.0,False,True,False,RENT,9,0,False,False,ES,False,81.53,12,APPROVED,58.0
1113.0,False,True,False,OWN,11,6,True,False,EN,False,152.31,26,APPROVED,21.0
133.0,False,True,False,OWN,0,5,True,False,EN,False,91.61,26,APPROVED,35.0
1064.0,False,True,True,RENT,6,0,True,False,EN,False,166.21,26,APPROVED,31.0
34.0,False,True,True,RENT,0,6,False,False,EN,False,47.45,26,APPROVED,39.0
83.0,False,True,True,RENT,0,1,True,False,EN,False,10.76,52,APPROVED,36.0
1543.0,False,True,False,RENT,11,6,True,False,EN,False,234.95,26,APPROVED,63.0
136.0,False,True,True,OWN,0,6,True,False,EN,False,106.11,26,APPROVED,42.0
161.0,False,True,True,OWN,0,6,True,False,EN,False,47.02,26,APPROVED,58.0
479.0,False,True,False,RENT,0,2,True,False,EN,False,189.2,24,APPROVED,39.0
241.0,False,True,True,RENT,0,3,False,False,EN,False,24.46,52,APPROVED,29.0
73.0,False,True,False,OWN,0,6,True,False,EN,False,150.83,12,APPROVED,50.0
521.0,False,True,False,OWN,0,6,True,False,EN,False,50.79,52,APPROVED,24.0
799.0,False,True,True,RENT,5,2,True,False,EN,False,109.11,52,APPROVED,43.0
79.0,False,True,True,OWN,2,2,True,False,EN,False,40.33,26,APPROVED,45.0
476.0,False,True,True,OWN,5,4,True,False,EN,False,222.74,52,APPROVED,36.0
276.0,False,True,True,OWN,10,6,True,False,EN,False,61.79,24,APPROVED,62.0
308.0,False,True,False,RENT,0,5,True,False,ES,False,32.79,52,APPROVED,43.0
422.0,False,True,True,RENT,0,6,False,False,EN,False,66.46,26,APPROVED,40.0
622.0,False,True,True,OWN,0,6,False,False,EN,False,94.05,26,APPROVED,47.0
216.0,False,True,True,OWN,0,6,False,False,EN,False,226.59,12,APPROVED,46.0
627.0,False,True,False,RENT,3,6,True,False,EN,False,42.87,52,APPROVED,34.0
587.0,False,True,False,OWN,0,6,False,False,EN,False,90.81,26,APPROVED,52.0
676.0,False,True,True,RENT,4,4,False,False,EN,False,87.53,24,APPROVED,37.0
229.0,False,True,True,RENT,10,3,True,False,EN,False,34.36,26,APPROVED,48.0
269.0,False,True,True,RENT,0,6,True,False,EN,False,39.28,26,APPROVED,29.0
1248.0,False,True,True,OWN,0,6,True,False,EN,False,201.29,24,APPROVED,53.0
550.0,False,True,True,RENT,0,5,True,False,EN,False,118.79,24,APPROVED,47.0
562.0,False,False,False,RENT,0,6,True,True,EN,False,173.03,26,APPROVED,53.0
554.0,False,True,True,RENT,8,0,True,False,EN,False,67.18,26,APPROVED,28.0
1686.0,False,True,False,OWN,3,2,True,False,EN,False,576.21,52,APPROVED,37.0
162.0,False,True,True,RENT,0,4,True,False,EN,False,161.21,12,APPROVED,41.0
186.0,False,True,True,RENT,1,3,False,False,ES,False,78.39,52,APPROVED,39.0
135.0,False,True,True,RENT,5,2,True,False,ES,False,18.46,26,APPROVED,36.0
167.0,False,True,True,RENT,1,0,False,False,EN,False,32.02,52,APPROVED,48.0
926.0,False,True,True,RENT,0,5,True,False,EN,False,72.28,26,APPROVED,44.0
475.0,False,True,True,OWN,0,3,False,False,ES,False,103.19,52,APPROVED,39.0
328.0,False,True,False,OWN,0,6,True,False,EN,False,147.0,52,APPROVED,25.0
142.0,False,True,True,RENT,0,2,False,False,EN,False,94.56,12,APPROVED,32.0
581.0,False,True,False,RENT,0,2,False,False,EN,False,86.18,24,APPROVED,21.0
575.0,False,False,True,RENT,1,0,True,False,EN,False,45.61,52,APPROVED,22.0
357.0,False,True,False,RENT,3,1,False,False,EN,False,46.34,26,APPROVED,47.0
300.0,False,True,True,RENT,0,2,True,False,EN,False,36.48,24,APPROVED,24.0
487.0,False,True,True,RENT,10,6,False,False,EN,False,50.14,52,APPROVED,42.0
371.0,False,True,True,RENT,0,1,True,False,EN,False,47.81,26,APPROVED,52.0
847.0,False,True,True,RENT,0,2,True,False,EN,False,301.85,52,APPROVED,25.0
401.0,False,True,True,RENT,0,6,True,False,EN,False,43.73,52,APPROVED,27.0
620.0,False,True,True,RENT,1,0,True,False,EN,False,83.38,26,APPROVED,46.0
251.0,False,True,False,RENT,8,6,False,False,EN,False,125.03,26,APPROVED,56.0
570.0,False,True,True,OWN,1,4,True,False,EN,False,39.1,52,APPROVED,32.0
473.0,False,True,True,OWN,0,3,False,False,EN,False,60.58,26,APPROVED,35.0
668.0,False,True,False,RENT,0,3,True,False,EN,False,86.64,52,APPROVED,57.0
503.0,False,True,True,OWN,0,1,True,False,EN,False,164.28,12,APPROVED,73.0
885.0,False,True,True,RENT,0,1,True,False,ES,False,293.1,52,APPROVED,27.0
295.0,False,True,True,RENT,0,1,False,False,ES,False,23.47,52,APPROVED,22.0
878.0,False,True,False,RENT,11,6,True,False,EN,False,154.12,26,APPROVED,41.0
389.0,False,True,True,RENT,0,3,True,False,EN,False,232.66,26,APPROVED,35.0
148.0,False,False,False,OWN,1,2,True,False,EN,False,17.5,52,APPROVED,28.0
381.0,False,True,True,RENT,0,1,True,False,EN,False,48.88,24,APPROVED,23.0
222.0,False,True,True,RENT,0,1,True,False,EN,False,249.06,12,APPROVED,28.0
244.0,False,True,True,RENT,9,2,True,False,EN,False,135.53,26,APPROVED,49.0
113.0,False,True,True,OWN,10,6,False,False,ES,False,52.34,52,APPROVED,42.0
627.0,False,True,True,RENT,0,1,True,False,EN,False,89.39,26,APPROVED,31.0
30.0,False,True,True,RENT,0,6,True,False,EN,False,52.42,24,APPROVED,33.0
87.0,False,True,True,RENT,2,3,False,False,EN,False,112.72,26,APPROVED,37.0
431.0,False,True,False,RENT,0,1,True,False,EN,False,86.86,26,APPROVED,49.0
748.0,False,True,False,RENT,2,1,True,False,EN,False,376.98,52,APPROVED,31.0
294.0,False,True,False,RENT,7,0,True,False,EN,False,299.98,52,APPROVED,26.0
1059.0,False,True,True,RENT,0,6,True,False,EN,False,437.58,24,APPROVED,48.0
64.0,False,True,False,OWN,11,6,True,False,EN,False,53.79,26,APPROVED,51.0
382.0,False,True,True,OWN,0,6,True,False,EN,False,77.62,24,APPROVED,40.0
137.0,False,True,False,RENT,0,6,True,False,EN,False,68.25,12,APPROVED,22.0
814.0,False,True,False,OWN,6,3,True,False,ES,False,62.17,52,APPROVED,23.0
423.0,False,True,True,RENT,0,6,True,False,ES,False,34.91,52,APPROVED,31.0
393.0,False,True,True,OWN,0,6,True,False,EN,False,29.81,52,APPROVED,38.0
778.0,False,True,False,RENT,1,0,True,False,EN,False,103.66,26,APPROVED,28.0
258.0,False,True,True,OWN,0,6,True,False,EN,False,52.9,52,APPROVED,40.0
288.0,False,True,False,OWN,1,1,False,False,EN,False,73.34,26,APPROVED,39.0
27.0,False,True,False,RENT,0,2,True,False,EN,False,132.89,12,APPROVED,76.0
720.0,False,True,True,RENT,7,3,True,False,EN,False,209.09,12,APPROVED,46.0
538.0,True,True,False,RENT,3,2,True,False,EN,False,86.45,52,APPROVED,21.0
800.0,False,True,True,RENT,0,6,True,False,EN,False,102.0,26,APPROVED,28.0
39.0,False,True,True,OWN,2,4,False,False,ES,False,81.1,52,APPROVED,31.0
314.0,False,True,True,RENT,0,6,True,False,EN,False,58.84,26,APPROVED,27.0
222.0,False,True,True,RENT,0,6,True,False,EN,False,60.42,26,APPROVED,45.0
625.0,False,True,True,RENT,2,3,True,False,ES,False,138.03,52,APPROVED,43.0
277.0,False,True,True,RENT,2,2,True,False,EN,False,85.93,24,APPROVED,28.0
842.0,False,True,True,RENT,3,5,True,False,EN,False,114.85,26,APPROVED,45.0
625.0,False,True,True,OWN,0,6,False,False,EN,False,50.01,52,APPROVED,23.0
184.0,False,True,True,OWN,0,1,True,False,ES,False,288.13,12,APPROVED,63.0
106.0,False,True,True,OWN,0,6,True,False,EN,False,211.16,12,APPROVED,50.0
523.0,False,True,False,RENT,0,3,True,False,EN,False,43.55,52,APPROVED,30.0
137.0,False,True,True,RENT,0,4,True,False,EN,False,53.2,26,APPROVED,51.0
1629.0,False,False,True,RENT,11,6,True,False,EN,False,175.45,26,APPROVED,41.0
190.0,False,True,True,RENT,0,1,False,False,EN,False,47.39,26,APPROVED,29.0
420.0,False,True,True,OWN,0,2,True,False,EN,False,56.75,26,APPROVED,45.0
309.0,False,True,True,RENT,1,0,True,False,EN,False,45.15,52,APPROVED,32.0
488.0,False,True,True,RENT,0,1,True,False,EN,False,226.02,24,APPROVED,43.0
397.0,False,True,True,RENT,0,4,True,False,EN,False,146.08,24,APPROVED,41.0
241.0,False,True,True,RENT,0,1,False,False,EN,False,54.91,26,DENIED,36.0
138.0,False,True,True,RENT,0,6,True,False,EN,False,70.59,26,APPROVED,44.0
44.0,False,True,True,RENT,0,2,True,False,EN,False,75.56,26,APPROVED,27.0
535.0,False,True,True,RENT,0,2,True,False,EN,False,70.45,26,APPROVED,26.0
198.0,False,True,False,RENT,6,0,True,False,EN,False,197.79,26,APPROVED,22.0
243.0,False,True,True,OWN,3,6,False,False,EN,False,29.2,52,APPROVED,38.0
261.0,False,True,False,RENT,1,0,False,False,EN,False,25.97,52,APPROVED,32.0
150.0,False,True,False,RENT,6,1,True,False,EN,False,19.6,26,APPROVED,38.0
117.0,False,True,True,RENT,4,4,True,False,EN,False,24.7,24,APPROVED,33.0
94.0,False,True,True,OWN,0,6,True,False,EN,False,126.96,12,APPROVED,29.0
86.0,False,True,False,RENT,0,6,False,False,EN,False,21.59,24,APPROVED,30.0
850.0,False,True,True,RENT,2,1,True,False,EN,False,443.26,26,APPROVED,28.0
652.0,False,True,True,RENT,5,0,True,False,EN,False,99.3,26,APPROVED,37.0
392.0,False,True,True,RENT,1,0,True,False,EN,False,97.02,24,APPROVED,22.0
311.0,False,True,True,RENT,7,0,True,False,EN,False,42.25,26,APPROVED,23.0
342.0,False,False,True,OWN,0,3,True,False,EN,False,53.29,26,APPROVED,34.0
334.0,False,True,True,RENT,0,1,True,False,ES,False,107.83,12,APPROVED,31.0
232.0,False,True,True,RENT,0,1,True,False,EN,False,32.66,26,APPROVED,31.0
404.0,False,True,True,RENT,8,0,True,False,EN,False,55.69,26,APPROVED,34.0
367.0,False,True,True,OWN,0,4,True,False,EN,False,54.05,26,APPROVED,38.0
281.0,False,True,True,RENT,6,0,True,False,EN,False,77.36,26,APPROVED,30.0
857.0,False,True,False,RENT,1,2,True,False,ES,False,186.43,26,APPROVED,25.0
882.0,False,True,True,RENT,6,0,True,False,EN,False,228.46,26,APPROVED,26.0
1411.0,False,True,True,RENT,5,5,True,False,EN,False,201.83,24,APPROVED,37.0
760.0,False,True,True,RENT,2,3,True,False,EN,False,267.2,26,APPROVED,34.0
96.0,False,True,False,RENT,0,1,True,False,EN,False,42.65,26,APPROVED,36.0
291.0,False,True,False,RENT,0,1,True,False,ES,False,55.22,52,APPROVED,31.0
1168.0,False,True,False,RENT,11,6,False,False,ES,False,198.29,52,APPROVED,33.0
970.0,False,True,True,OWN,0,6,True,False,EN,False,290.1,24,APPROVED,52.0
180.0,False,True,True,RENT,7,0,True,False,EN,False,82.4,24,APPROVED,25.0
49.0,False,True,True,RENT,0,5,True,False,EN,False,38.17,24,APPROVED,43.0
624.0,False,True,True,OWN,0,2,True,False,EN,False,84.95,26,APPROVED,53.0
95.0,False,True,True,OWN,0,6,True,False,EN,False,75.65,24,APPROVED,55.0
652.0,False,True,True,RENT,0,1,True,False,EN,False,98.69,26,APPROVED,49.0
537.0,False,False,True,OWN,2,0,True,False,EN,False,43.16,52,APPROVED,31.0
56.0,False,True,True,OWN,0,6,True,False,EN,False,51.67,26,APPROVED,50.0
631.0,False,True,True,RENT,0,6,True,False,EN,False,48.22,26,APPROVED,48.0
297.0,False,True,False,OWN,0,6,True,False,EN,False,22.43,52,APPROVED,36.0
245.0,False,True,False,RENT,0,3,True,False,EN,False,31.33,52,APPROVED,38.0
721.0,False,True,False,RENT,0,2,False,False,EN,False,204.0,24,DENIED,38.0
415.0,False,True,True,RENT,0,6,True,False,EN,False,35.31,26,APPROVED,46.0
